POST_ID,id,dmexco_related,reason
7241724121322074112,'7241724121322074112',yes,The post mentions DMEXCO - Digital Marketing Expo & Conference and expresses excitement about attending the event. The post date is within 12 months before the event date.
7170775460740579328,'7170775460740579328',no,"The post date is 2024-03-05, which is more than 6 months before the event date of DMEXCO 2024 (September 18, 2024). Therefore, the post is not related to the DMEXCO 2024 event."
7110657990503874563,'7110657990503874563',no,"The post date is September 21, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7049720380722171904,'7049720380722171904',no,"The post date is April 6, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7229773077310513152,'7229773077310513152',yes,"The post date is within 12 months before the event date. The post explicitly mentions attending DMEXCO 2024, discussing specific topics related to the event, and expressing excitement about connecting with professionals at the event."
7044271897412300800,'7044271897412300800',no,"The post date is March 22, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6577879861363265536,'6577879861363265536',no,"The post date is September 12, 2019, which is more than 12 months before the event date of DMEXCO 2024 (September 18, 2024). Therefore, the post is not related to the DMEXCO 2024 event."
6977663219343474689,'6977663219343474689',no,"The post date is September 19, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to DMEXCO 2024."
7233727312590995456,'7233727312590995456',yes,"The post date is within 12 months before the event date. The post explicitly mentions DMEXCO 2024, expressing excitement and anticipation for the event. It also mentions specific topics and hashtags related to the event, such as Digital Marketing, Video Marketing, CTV, Attention Economy, Contextual Targeting, and Content-Based Targeting."
7245437739158917122,'7245437739158917122',yes,"The post mentions DMEXCO 2024, specifically referring to it as an event that has come and gone. It also expresses gratitude towards the organizers and mentions specific partners and experiences at the event. The post date is within 12 months after the event date."
7069583291946852352,'7069583291946852352',no,"The post date is 2023-05-31, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7244648957841182721,'7244648957841182721',no,"The post date is September 25, 2024, which is within 12 months after the event date of September 18, 2024. However, the post mentions the DMEXCO event that took place a week ago, indicating that it is related to the DMEXCO event in 2023, not 2024."
6978249494580629504,'6978249494580629504',no,"The post date is September 21, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to DMEXCO 2024."
7131374031924023297,'7131374031924023297',no,"The post date is November 17, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7049654068453019648,'7049654068453019648',no,The post date is before the event date.
7048185389496320001,'7048185389496320001',no,"The post date is April 2, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6957986370149621760,'6957986370149621760',no,The post date is before the event date and more than 12 months away from the event date.
7060335212500512768,'7060335212500512768',no,"The post date is May 5, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7244715967648346112,'7244715967648346112',yes,"The post date is within 12 months after the event date. The post mentions attending the DMEXCO event in 2024, reflecting on the experience, and mentioning specific highlights and discussions from the event."
7242189594228609024,'7242189594228609024',yes,"The post date is 2024-09-18, which is the same as the event date of DMEXCO 2024. The post mentions DMEXCO 2024, discusses trends at the event, and expresses excitement about future insights. Therefore, it can be concluded that the post is related to the DMEXCO 2024 event."
7232668427616747520,'7232668427616747520',yes,"The post date is within 12 months before the event date. The post mentions DMEXCO - Digital Marketing Expo & Conference, which is the event in question. The post also expresses excitement about attending the event and mentions meeting up in Köln, which is where DMEXCO takes place."
6950795963351412736,'6950795963351412736',no,"The post date is July 7, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6978348503890542592,'6978348503890542592',no,"The post date is September 21, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7237041388553482242,'7237041388553482242',no,"The post is related to the Women in Programmatic event hosted by the German Federal Association of the Digital Economy (BVDW e.V.) on September 16, 2024, which is different from the DMEXCO event on September 18, 2024."
7214532127462236160,'7214532127462236160',no,"The post date is 2024-07-04, which is more than 2 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7221150136146534400,'7221150136146534400',yes,"The post date is within 12 months before the event date. The post explicitly mentions attending DMEXCO in Cologne in September 2024 and provides a link to secure a meeting at the event. The post also includes relevant hashtags such as #DMEXCO2024, #adtech, and #commercemedia."
7242781583332536321,'7242781583332536321',yes,"The post date is within 12 months after the event date. The post mentions DMEXCO 2024, expresses excitement about the event, and thanks friends for their involvement. It also includes hashtags and mentions related to DMEXCO 2024."
7242603599283855360,'7242603599283855360',yes,"The post date is within 12 months after the event date (September 19, 2024), and the post explicitly mentions attending DMEXCO - Digital Marketing Expo & Conference in Cologne."
7104816677732659201,'7104816677732659201',no,"The post date is September 5, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6981221495687520256,'6981221495687520256',no,"The post date is September 29, 2022, which is not within 12 months before or after the event date of September 18, 2024. Therefore, the post is not related to DMEXCO 2024."
6996867906357620736,'6996867906357620736',no,"The post date is November 11, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7240280844270014464,'7240280844270014464',yes,"The post date is within 12 months before the event date. The post mentions taking part in a panel at the event and preparing an outfit for the venue, indicating a direct connection to DMEXCO 2024."
7101899766782935040,'7101899766782935040',no,"The post date is August 28, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7018833882808483840,'7018833882808483840',no,"The post date is January 11, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7172249242080591872,'7172249242080591872',no,"The post date is 2024-03-09, which is more than 6 months before the event date of September 18, 2024. Additionally, the post is about FoodExpo 2024, not DMEXCO 2024."
7112449830379003905,'7112449830379003905',no,"The post date is September 26, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7235298916907249664,'7235298916907249664',yes,"The post date is within 12 months before the event date. The post mentions the hashtag #DMEXCO2024 and provides information about the event, including the theme, speakers, and schedule. It also encourages people to visit the company's booth at the event. Therefore, it can be concluded that the post is related to the DMEXCO 2024 event."
7030887437757202432,'7030887437757202432',no,"The post date is 2023-02-13, which is more than 12 months before the event date of DMEXCO 2024 (September 18, 2024). Therefore, the post is not related to the DMEXCO 2024 event."
7243880591467626496,'7243880591467626496',yes,"The post mentions DMEXCO2024, reflects on the event, and discusses topics related to the event such as AI, creativity, digital transformation, and marketing. The post also mentions not being able to attend due to other commitments but expresses interest in attending the next version of the event."
7214272748179632128,'7214272748179632128',no,"The post date is 2024-07-03, which is more than 2 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7001221366259576832,'7001221366259576832',no,"The post date is November 23, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7205131488902664192,'7205131488902664192',no,"The post is not related to DMEXCO 2024. The content of the post is about attending live events, specifically mentioning Roland Garros, HPE, Greenlake, women in tech, and IT. There is no mention or indication of DMEXCO 2024 in the post."
7103094494933213184,'7103094494933213184',no,"The post date is August 31, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7241383182908932096,'7241383182908932096',yes,"The post is related to DMEXCO 2024 because it mentions the event name, DMEXCO - Digital Marketing Expo & Conference, and expresses interest in catching up for a coffee or Kölsch, indicating a plan to attend or engage with the event."
7241370715910737920,'7241370715910737920',yes,"The post mentions DMEXCO - Digital Marketing Expo & Conference, which is the event in question. The post date is within 12 months before the event date, as it is on September 16, 2024, and the event date is September 18, 2024."
7242066237432717313,'7242066237432717313',yes,"The post date is September 18, 2024, which is the same as the event date for DMEXCO 2024. The post mentions the DMEXCO - Digital Marketing Expo & Conference, indicating a direct connection to the event. The post also talks about the conference season and juggling meetings, which are typical activities related to attending or being involved in an event. Therefore, it can be concluded that the post is related to DMEXCO 2024."
7244514064868028416,'7244514064868028416',no,"The post date is September 25, 2024, which is within 12 months after the event date of September 18, 2024. However, the content of the post does not mention or indicate any connection to the DMEXCO 2024 event. Therefore, the post is not related to the DMEXCO 2024 event."
7219335898436435968,'7219335898436435968',no,"The post date is July 17, 2024, which is more than 2 months before the event date of September 18, 2024. Additionally, the content of the post is focused on the Cannes Lions International Festival of Creativity and TV advertising, with no mention of DMEXCO 2024."
7237015104620236801,'7237015104620236801',yes,"The post date is within 12 months before the event date. The post explicitly mentions DMEXCO 2024, expressing excitement about attending the event, promoting the event features, and inviting others to visit their stand at the event. The post also includes relevant hashtags related to DMEXCO 2024."
7239936105406513152,'7239936105406513152',yes,"The post mentions DMEXCO 2024, the event date is within 12 months of the post date, and the content of the post indicates interest and participation in the event."
6445697276315783168,'6445697276315783168',no,"The post date is before the event date and more than 12 months prior to the event. Therefore, it is not related to DMEXCO 2024."
7044215589468262400,'7044215589468262400',no,The post date is outside the acceptable range of 12 months before or after the event date.
7236784825775337476,'7236784825775337476',yes,"The post date is within 12 months before the event date. The post mentions attending the event, promoting the event features, and includes the hashtag #Dmexco2024."
7188097862910586880,'7188097862910586880',no,"The post is about the Jisc Change Agents' Conference in 2024, not DMEXCO 2024."
7203833341681283072,'7203833341681283072',no,"The post date is June 4, 2024, which is more than 3 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7119371739305791489,'7119371739305791489',no,"The post date is October 15, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7244723407953543173,'7244723407953543173',no,"The post date is September 25, 2024, which is within 12 months after the event date of September 18, 2024. However, the post is promoting a webinar on October 8, 2024, which is not directly related to the DMEXCO event. Therefore, the post is not related to DMEXCO 2024."
7242816007486980096,'7242816007486980096',yes,"The post date is within 12 months after the event date (September 20, 2024) and mentions attending and sharing a story on stage at DMEXCO 2024."
7239567877693915136,'7239567877693915136',yes,The post is related to DMEXCO 2024 because the post date is within 12 months before the event date. The post explicitly mentions attending DMEXCO 2024 and expresses excitement about the event.
6982699055227273217,'6982699055227273217',no,"The post date is 2022-10-03, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7247653530512035840,'7247653530512035840',no,"The post date is October 3, 2024, which is after the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7166524412337364993,'7166524412337364993',no,The post date is outside the acceptable range of 12 months before or after the event date.
6978299971418611712,'6978299971418611712',no,"The post date is September 21, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7167941587921055747,'7167941587921055747',no,"The post date is 2024-02-26, which is not within 12 months before or after the event date of September 18, 2024. Additionally, the post is about the Paris International Agricultural Show 2024, not DMEXCO 2024."
7232724710797496320,'7232724710797496320',yes,The post mentions DMEXCO 2024 and promotes the event by encouraging readers to sign up for the newsletter and attend a presentation at DMEXCO. The post date is within 12 months before the event date.
7117443993482719232,'7117443993482719232',no,"The post date is October 10, 2023, which is more than 12 months before the event date of DMEXCO 2024 (September 18, 2024). Therefore, the post is not related to the DMEXCO 2024 event."
7077295382526910465,'7077295382526910465',no,"The post date is June 21, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7243971222428942337,'7243971222428942337',no,"The post date is September 23, 2024, which is within 12 months after the event date of September 18, 2024. However, the post is related to TechExpo24, not DMEXCO 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7152307173056770048,'7152307173056770048',no,"The post is related to the FITUR tourism fair in Madrid on January 24 and 25, 2024, not the DMEXCO event in September 18, 2024."
7191079024570306560,'7191079024570306560',no,"The post is about the HANNOVER MESSE week in 2024, not DMEXCO 2024."
7242250559171235841,'7242250559171235841',yes,"The post mentions Dmexco, DMEXCO 2024, and FreeWheel booth at the event. The post date is September 18, 2024, which is the same as the event date. Therefore, it is highly likely that the post is related to the DMEXCO 2024 event."
7046450858116415488,'7046450858116415488',no,"The post date is March 28, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6955432157716566016,'6955432157716566016',no,"The post date is 2022-07-20, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7242854253994622978,'7242854253994622978',yes,"The post date is within 12 months after the event date (2024-09-20). The post mentions DMEXCO 2024, expressing positive experiences and gratitude for meetings and conversations with partners and clients at the event."
7240240241951870976,'7240240241951870976',no,"The post date is September 13, 2024, which is within 5 days before the event date of September 18, 2024. Therefore, the post is related to the DMEXCO 2024 event."
7235322779883978755,'7235322779883978755',no,"The post date is 2024-08-30, which is less than 12 months before the event date of DMEXCO 2024 (September 18, 2024). However, the post is about the Markenfestival2024 in Düsseldorf, not DMEXCO 2024. Therefore, the post is not related to DMEXCO 2024."
7139726076032806912,'7139726076032806912',no,"The post date is December 10, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7069975597195620352,'7069975597195620352',no,"The post date is June 1, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7219037940302192642,'7219037940302192642',no,"The post date is 2024-07-16, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7112507101737877504,'7112507101737877504',no,"The post date is September 26, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7195773151257976832,'7195773151257976832',no,"The post date is May 13, 2024, which is within 12 months before the event date of September 18, 2024. However, the post is about the AXA Global Business Services #Townhall event, not DMEXCO 2024."
7242774507898159104,'7242774507898159104',yes,"The post date is within 12 months after the event date (2024-09-20 is within 12 months after September 18, 2024). The post mentions attending the DMEXCO event in Cologne and meeting friends. It also discusses various topics related to the event, such as cultural marketing, AI in marketing, and digital audio advertising. The post includes hashtags related to DMEXCO 2024 (#dmexco2024) and encourages others to share their highlights of the event. Overall, the content of the post indicates a direct connection to the DMEXCO 2024 event."
7105911019956248576,'7105911019956248576',no,"The post date is September 8, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7128347366520156160,'7128347366520156160',no,"The post date is November 9, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7227342455199670274,'7227342455199670274',yes,"The post mentions the DMEXCO event in 2024, specifically stating that the author is looking forward to attending, promoting the event, and inviting others to connect at the event. The post date is within 12 months before the event date."
7255493247060369410,'7255493247060369410',no,"The post date is 2024-10-25, which is more than 12 months after the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7244724986039410691,'7244724986039410691',yes,"The post date is within 12 months after the event date, indicating that the post is related to the DMEXCO 2024 event."
7224396685215510528,'7224396685215510528',yes,"The post date is within 12 months before the event date. The post mentions attending DMEXCO24, networking with industry leaders, sharing insights, and discovering the latest trends in Digital Asset Management. The post also includes relevant hashtags such as #DMEXCO2024, #DAM, #PIM, #censhare, #Martech, and #ContentManagement."
7231963808804601856,'7231963808804601856',yes,"The post date is within 12 months before the event date. The post mentions DMEXCO, which is the event name, and includes relevant hashtags such as #DMEXCO and #Event. The post also mentions the location, Cologne, Germany, which is where DMEXCO takes place. Therefore, it can be inferred that the post is related to the DMEXCO 2024 event."
7109531459031293953,'7109531459031293953',yes,"The post date is within 12 months before the event date. The post mentions attending DMEXCO 2024, promoting a Masterclass at the event, and inviting others to meet or visit in hall 7. The post also includes a link to register for the event."
6906970249313583104,'6906970249313583104',no,"The post date is 2022-03-08, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6417020690347671552,'6417020690347671552',no,"The post date is June 25, 2018, which is more than 6 years before the event date of DMEXCO 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7110547410614935554,'7110547410614935554',no,"The post date is September 21, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7234205565432852480,'7234205565432852480',yes,"The post date is within 12 months before the event date. The post is promoting the DMEXCO 2024 event, expressing interest, and providing information about the booth location and meeting bookings."
7122480170271203329,'7122480170271203329',no,"The post date is October 24, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6315301017118474240,'6315301017118474240',no,"The post date is September 17, 2017, which is not within 12 months before or after the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7135576372827037696,'7135576372827037696',no,"The post date is November 29, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7243184641631760385,'7243184641631760385',yes,"The post date is within 12 months after the event date. The post mentions attending DMEXCO 2024, meeting people at the event, and discussing topics related to the event such as new technologies in marketing and communication. The post also includes hashtags related to DMEXCO 2024."
7093142384972062720,'7093142384972062720',no,"The post date is in 2023, which is not within 12 months before or after the event date in 2024."
7239662688895737856,'7239662688895737856',yes,"The post mentions attending ATS London and expresses excitement about the future of marketing and advertising. It also mentions the next stop being Cologne for DMEXCO, indicating a direct connection to the event. The post date is within 12 months before the event date."
7242987813342781441,'7242987813342781441',yes,"The post date is within 12 months after the event date (September 18, 2024)."
7206742442962821121,'7206742442962821121',no,"The post is not related to DMEXCO 2024. The post date is June 12, 2024, which is more than 3 months before the event date of September 18, 2024. Additionally, the content of the post does not mention DMEXCO or any related keywords."
7114579525786550273,'7114579525786550273',no,"The post date is October 2, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7240312189042016257,'7240312189042016257',yes,"The post date is within 12 months before the event date. The post explicitly mentions DMEXCO 2024, expressing excitement to attend, reconnect with clients, partners, and old friends. The post also mentions the event theme and invites others to grab a coffee and catch up at the event."
6976540433807986689,'6976540433807986689',no,"The post date is September 16, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7240038402153164800,'7240038402153164800',yes,"The post mentions attending DMEXCO next week and next month, indicating a direct connection to the event. The post date is within 12 months before the event date."
7257763271405977601,'7257763271405977601',no,"The post date is October 31, 2024, which is more than 12 months after the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7234447148040302594,'7234447148040302594',yes,The post date is within 12 months before the event date. The post date is 2024-08-28 and the event date is 2024-09-18.
7202694496474533888,'7202694496474533888',no,"The post date is June 1, 2024, which is not within 12 months before or after the event date of September 18, 2024. Additionally, the post is about attending the Seamless Expo-Conference in Dubai, not DMEXCO 2024."
6977583874746806272,'6977583874746806272',yes,The post mentions the DMEXCO event and expresses excitement about attending the event in Cologne. The post date is within 12 months before the event date.
7239977095932641281,'7239977095932641281',yes,"The post date is within 12 months before the event date. The post is promoting and expressing general interest in DMEXCO 2024, mentioning the event's name, date, and location. The post also mentions the speaker's excitement to represent Transline Deutschland GmbH at the event and share insights into the latest trends and technologies in the field of localization."
7242179636695040004,'7242179636695040004',yes,"The post date is the same as the event date, indicating that the post is related to DMEXCO 2024. The content of the post also mentions attending the event, including details about the keynote speaker and product announcements related to the event."
7042223269394948097,'7042223269394948097',no,"The post date is March 16, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7244285201046990850,'7244285201046990850',yes,The post is related to DMEXCO 2024 because it mentions pitching a tool at DMEXCO and expresses curiosity about the event. The post date is within 12 months after the event date.
7204916005901324289,'7204916005901324289',no,"The post is related to the event #EIC2024, not DMEXCO 2024."
7044679802712195073,'7044679802712195073',no,"The post date is March 23, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7239943056752279552,'7239943056752279552',yes,"The post date is within 12 months before the event date. The post explicitly mentions DMEXCO 2024, the event date, and provides information about the event, including its focus on digital technologies. The post also includes relevant hashtags related to the event and digital marketing. Therefore, it can be concluded that the post is related to the DMEXCO 2024 event."
7242155842718896128,'7242155842718896128',yes,"The post date is September 18, 2024, which is the same as the event date for DMEXCO 2024. The post mentions being at #DMEXCO and diving deep into the latest trends in digital marketing and local SEO. It also mentions connecting with fellow marketers and learning about hot topics from industry leaders, which are activities typically associated with attending a conference. Additionally, the post includes hashtags related to the event, such as #2024conference. Therefore, it can be concluded that the post is related to DMEXCO 2024."
7107347249382215681,'7107347249382215681',no,"The post date is September 12, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7103039173661466624,'7103039173661466624',no,"The post date is in 2023, which is not within 12 months before or after the event date of September 18, 2024. Therefore, the post is not related to DMEXCO 2024."
7108449422295859200,'7108449422295859200',no,"The post date is September 15, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6971097120225247232,'6971097120225247232',no,"The post date is 2022-09-01, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7125118918624448513,'7125118918624448513',no,"The post date is October 31, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7212672981829914625,'7212672981829914625',no,"The post date is June 29, 2024, which is more than 2 months before the event date of September 18, 2024. Additionally, the post is about the PhilRailwayTech Conference 2024 in Manila, Philippines, and does not mention DMEXCO 2024."
6978215819415580672,'6978215819415580672',no,"The post date is September 21, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7198311749182189568,'7198311749182189568',no,"The post is about attending Cannes Lions International Festival of Creativity, which is not related to DMEXCO 2024."
7242789627172954112,'7242789627172954112',yes,The post mentions the #DMEXCO conference and expresses gratitude for attending the event. The post date is within 12 months after the event date.
7241848392983670784,'7241848392983670784',yes,"The post date is within 12 months before the event date. The post mentions attending DMEXCO 2024, promoting the event, expressing interest, and advertising event features."
7186816465843499011,'7186816465843499011',no,"The post date is 2024-04-18, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7054880491421720576,'7054880491421720576',no,"The post date is April 20, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7227236649561182210,'7227236649561182210',no,"The post date is 2024-08-08, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7165727922278920192,'7165727922278920192',no,"The post is related to the Digital Umma IT Forum 2024, not DMEXCO 2024. The event mentioned in the post is held in Almaty, Kazakhstan, and focuses on Muslim tech enthusiasts. There is no mention of DMEXCO 2024 or any connection to the event."
7239544204744359938,'7239544204744359938',yes,The post date is within 12 months before the event date. The post date is 2024-09-11 and the event date is 2024-09-18.
6845688950183469056,'6845688950183469056',no,"The post date is September 20, 2021, which is more than 2 years before the event date of DMEXCO 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7241689065354354688,'7241689065354354688',yes,"The post date is within 12 months before the event date. The post mentions attending DMEXCO 2024, expressing excitement about the event, and discussing collaboration opportunities at the event."
7257599065692004353,'7257599065692004353',no,"The post date is October 31, 2024, which is more than 12 months after the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7196505291994136578,'7196505291994136578',no,The post is about the Milan conference 'Challenge the Fabric 2024' which focuses on sustainability and innovation in the fashion industry. It does not mention or indicate any connection to the DMEXCO 2024 event.
6977518670839177216,'6977518670839177216',no,"The post date is September 19, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7241363869653245952,'7241363869653245952',yes,"The post date is within 12 months before the event date. The post explicitly mentions DMEXCO 2024, stating that the person will be attending the event and inviting others to meet them there. The post also mentions specific topics that will be discussed at the event, indicating a direct connection to DMEXCO 2024."
7109587282562560000,'7109587282562560000',no,"The post date is September 18, 2023, which is not within 12 months before or after the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7070640563292659712,'7070640563292659712',no,"The post date is 2023-06-03, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7104470978482647040,'7104470978482647040',no,"The post date is September 4, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7107650153586532354,'7107650153586532354',no,"The post date is September 13, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7242440681829355521,'7242440681829355521',yes,"The post date is within 12 months after the event date (2024-09-19 is within 12 months after September 18, 2024). The post mentions working at DMEXCO - Digital Marketing Expo & Conference for the last 10 years and expresses excitement for the next event. It also mentions working with the Equativ team and appreciating the partnership with MJS Displays 2.0 LTD, which suggests a connection to the DMEXCO event."
7062440063980204032,'7062440063980204032',no,"The post date is 2023-05-11, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6978263814861434880,'6978263814861434880',no,"The post date is September 21, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6973248994508472320,'6973248994508472320',no,"The post date is September 7, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6714357446711754752,'6714357446711754752',no,"The post date is September 23, 2020, which is not within 12 months before or after the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7241796175614369792,'7241796175614369792',yes,"The post is related to DMEXCO 2024 because it mentions the event hashtag #dmexco2024 and provides information about the event such as the name, Digital Marketing Expo & Conference. Additionally, it includes hashtags related to the event location, #koln and #kolsch."
7240245327881019392,'7240245327881019392',yes,"The post mentions #DMEXCO 2024 and talks about the upcoming event, including the dates and the participation of #TeamDOUGLAS. It also provides details about the sessions and masterclasses that will be held during the event. The post date is within 12 months before the event date."
7064880469833564161,'7064880469833564161',no,"The post date is May 18, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7244261023451389953,'7244261023451389953',yes,"The post date is within 12 months after the event date. The post mentions DMEXCO 2024, highlights the experience at the event, discusses topics related to the event such as Gen AI and Conversion Rate Optimization (CRO), and includes relevant hashtags."
7047957031529377792,'7047957031529377792',no,"The post date is April 1, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7240283220544491523,'7240283220544491523',yes,"The post date is within 12 months before the event date. The post explicitly mentions DMEXCO 2024, including the event name, date, and hashtags related to the event. The post also expresses excitement about being back on Center Stage at DMEXCO and mentions engaging with leading minds in digital business. Additionally, the post thanks the DMEXCO Team for having the author back, indicating a previous experience with the event."
7106964323175911425,'7106964323175911425',no,"The post date is September 11, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7034585880811962368,'7034585880811962368',no,"The post date is February 23, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7242621331136032768,'7242621331136032768',yes,"The post date is 2024-09-19, which is within 12 months after the event date of September 18, 2024. The post mentions attending the conference days at #DMEXCO and highlights various aspects of the event, such as brand influence, CEO stories, value creation solutions, employer branding, and discussions about Nestlé brands. Therefore, the post is related to the DMEXCO 2024 event."
7242309668142755840,'7242309668142755840',yes,"The post date is September 18, 2024, which is the same as the event date for DMEXCO 2024. The post mentions being at DMEXCO - Digital Marketing Expo & Conference and expresses gratitude for an incredible day at the event. Therefore, the post is related to DMEXCO 2024."
7069406385683214336,'7069406385683214336',no,"The post date is 2023-05-30, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7239913008712331264,'7239913008712331264',yes,"The post date is within 12 months before the event date. The post explicitly mentions DMEXCO 2024, including the event hashtag. The post also mentions attending, connecting with others at the event, and discussing specific topics related to the event."
