POST_ID,POST_TEXT,SHARED_POST_TEXT,DATE_PUBLISHED,IS_ATTENDING,post_date,text,label,predicted
7242575761767813121,Incredible two days at DMEXCO - Digital Marketing Expo & Conference 😍,"What an incredible two days! 🤯 We are overwhelmed by the energy, innovative ideas, and inspiring exchanges we experienced at DMEXCO 2024. A huge thank you to all our speakers, exhibitors, partners, media partners, friends and of course, all the attendees – your commitment made DMEXCO - Digital Marketing Expo & Conference once again an unforgettable event full of exciting insights and creative sparks. 💡 
 
In the halls of Koelnmesse GmbH, we discussed the latest trends and groundbreaking developments creating the future of digital, welcoming both familiar and new faces who helped shape and define DMEXCO this year. 
A special thank you goes to Bundesverband Digitale Wirtschaft (BVDW) e.V., our ideational and professional partner and owner of the DMEXCO brand, whose expertise and dedication are essential to its success. 🙏 
 
Last but not least: the biggest credit goes to our stellar DMEXCO team, who work tirelessly behind the scenes all year long to make DMEXCO a true highlight for everyone. 💖 

See you all again on September 17 & 18, 2025! 🚀",2024-09-19T16:50:22.122Z,yes,2024-09-19,"post date: 2024-09-19 Incredible two days at DMEXCO - Digital Marketing Expo & Conference 😍 What an incredible two days! 🤯 We are overwhelmed by the energy, innovative ideas, and inspiring exchanges we experienced at DMEXCO 2024. A huge thank you to all our speakers, exhibitors, partners, media partners, friends and of course, all the attendees – your commitment made DMEXCO - Digital Marketing Expo & Conference once again an unforgettable event full of exciting insights and creative sparks. 💡 
 
In the halls of Koelnmesse GmbH, we discussed the latest trends and groundbreaking developments creating the future of digital, welcoming both familiar and new faces who helped shape and define DMEXCO this year. 
A special thank you goes to Bundesverband Digitale Wirtschaft (BVDW) e.V., our ideational and professional partner and owner of the DMEXCO brand, whose expertise and dedication are essential to its success. 🙏 
 
Last but not least: the biggest credit goes to our stellar DMEXCO team, who work tirelessly behind the scenes all year long to make DMEXCO a true highlight for everyone. 💖 

See you all again on September 17 & 18, 2025! 🚀",1,yes
7109541887539077120,"Meet me at DMEXCO - Digital Marketing Expo & Conference and let's talk about E-Commerce, Retail Media & Healthcare 👨💻",,2023-09-18T14:21:14.874Z,no,2023-09-18,"post date: 2023-09-18 Meet me at DMEXCO - Digital Marketing Expo & Conference and let's talk about E-Commerce, Retail Media & Healthcare 👨💻",0,no
7023233467366682624,"A dear friend was impacted recently from the layoffs at Google. Circulating to my network, please do share any open opportunity with me or with her directly. Thanks.","Hi folks,

Unfortunately, I was laid off recently from my position at Google. While this was shocking news for me, I am now #opentowork .

If you or anyone you know is hiring, I am looking for a new role as a Product Analyst/Data Analyst/Data Scientist. I have close to 4 years of experience with data in payments (Visa Inc.) and ads (Google - Youtube) industries, and I am open to exploring new domains as well. Thank you!",2023-01-23T10:22:23.972Z,no,2023-01-23,"post date: 2023-01-23 A dear friend was impacted recently from the layoffs at Google. Circulating to my network, please do share any open opportunity with me or with her directly. Thanks. Hi folks,

Unfortunately, I was laid off recently from my position at Google. While this was shocking news for me, I am now #opentowork .

If you or anyone you know is hiring, I am looking for a new role as a Product Analyst/Data Analyst/Data Scientist. I have close to 4 years of experience with data in payments (Visa Inc.) and ads (Google - Youtube) industries, and I am open to exploring new domains as well. Thank you!",0,no
7241369299397840897,"Excited to be heading to #DMEXCO2024 in Cologne on Sep. 18+19, and I’d love to connect! 🎉

At #DMEXCO2024, which this year has the motto “Prompting the Future,” the leading minds of the #ecommerce industry will gather to discuss the creative possibilities and opportunities of digital technologies in marketing and communication. 🙌🏼

Let’s make the most of DMEXCO—book a 1:1 session with me and discuss how Shopware can help you achieve extraordinary results. 👉🏼 https://lnkd.in/duDRn9Tb",,2024-09-16T08:56:19.075Z,yes,2024-09-16,"post date: 2024-09-16 Excited to be heading to #DMEXCO2024 in Cologne on Sep. 18+19, and I’d love to connect! 🎉

At #DMEXCO2024, which this year has the motto “Prompting the Future,” the leading minds of the #ecommerce industry will gather to discuss the creative possibilities and opportunities of digital technologies in marketing and communication. 🙌🏼

Let’s make the most of DMEXCO—book a 1:1 session with me and discuss how Shopware can help you achieve extraordinary results. 👉🏼 https://lnkd.in/duDRn9Tb",1,yes
7049856373840379905,Look forward to seeing many of you at POSSIBLE in Miami in a couple weeks.  Please reach out if you'd like to hear more about how to join us on the journey to reduce the carbon emissions of advertising. #Sustainability #POSSIBLE2023,,2023-04-06T21:32:19.503Z,no,2023-04-06,post date: 2023-04-06 Look forward to seeing many of you at POSSIBLE in Miami in a couple weeks.  Please reach out if you'd like to hear more about how to join us on the journey to reduce the carbon emissions of advertising. #Sustainability #POSSIBLE2023,0,no
7239273706991038464,Will you be at #DMEXCO2024? Make sure to see Integral Ad Science CMO Khurrum Malik at the AdTech Summit Stage where he'll discuss the rise of #Misinformation during election season—and what marketers can do to safeguard their campaigns. Tap below to learn more.,,2024-09-10T14:09:10.914Z,yes,2024-09-10,post date: 2024-09-10 Will you be at #DMEXCO2024? Make sure to see Integral Ad Science CMO Khurrum Malik at the AdTech Summit Stage where he'll discuss the rise of #Misinformation during election season—and what marketers can do to safeguard their campaigns. Tap below to learn more.,1,no
7242920118970650625,"DMEXCO - Digital Marketing Expo & Conference is now behind us.
Thanks to Joe Root, Permutive CEO, who decided to have 7 people from the team
➡ Jay Stevens, CCO
➡ Chao Liao, GMT Strategist
➡ Richard King, International HoS
➡ Julien Mentasti 📈, Southern Europe SD
➡ Stephan Kizina, Senior Sales Engineer - the guy with red hand 😂 
➡ Klemen Sesel, Senior CSM
➡ and myself ...
I won't name all our Partners and potential partners for confidentially reasons but it was definitely a nice event (with an incredible weather this year) with so many friends and peers I had a great pleasure to see again :
- From Yahoo : Camille Baudou (adMarketplace), Julia Gloning (Utiq), Diana Ramanna (Inmobi), Simon Halstead (one of the best consultants ever now), Steve Gordon (Verve), Maximilian Weigel (Equativ ), Ollie Clamp (Kargo ), Reza Najib, ...
- From Lycos Europe : Kay Schneider (ShowHeroes), Lasse Nordsiek (Equativ ), Mirja Streppelhoff (Netpoint Media GmbH), … I missed you Thomas Servatius (smartclip) !",,2024-09-20T15:38:43.275Z,yes,2024-09-20,"post date: 2024-09-20 DMEXCO - Digital Marketing Expo & Conference is now behind us.
Thanks to Joe Root, Permutive CEO, who decided to have 7 people from the team
➡ Jay Stevens, CCO
➡ Chao Liao, GMT Strategist
➡ Richard King, International HoS
➡ Julien Mentasti 📈, Southern Europe SD
➡ Stephan Kizina, Senior Sales Engineer - the guy with red hand 😂 
➡ Klemen Sesel, Senior CSM
➡ and myself ...
I won't name all our Partners and potential partners for confidentially reasons but it was definitely a nice event (with an incredible weather this year) with so many friends and peers I had a great pleasure to see again :
- From Yahoo : Camille Baudou (adMarketplace), Julia Gloning (Utiq), Diana Ramanna (Inmobi), Simon Halstead (one of the best consultants ever now), Steve Gordon (Verve), Maximilian Weigel (Equativ ), Ollie Clamp (Kargo ), Reza Najib, ...
- From Lycos Europe : Kay Schneider (ShowHeroes), Lasse Nordsiek (Equativ ), Mirja Streppelhoff (Netpoint Media GmbH), … I missed you Thomas Servatius (smartclip) !",1,no
7242858470360629249,"𝗗𝗠𝗘𝗫𝗖𝗢 𝟮𝟬𝟮𝟰 – 𝗘𝗶𝗻𝗲 𝗸𝘂𝗿𝘇𝗲 𝗮𝗯𝗲𝗿 𝗸𝗻𝗮𝗹𝗹𝗵𝗮𝗿𝘁𝗲 𝗔𝗯𝗿𝗲𝗰𝗵𝗻𝘂𝗻𝗴

Die DMEXCO 2024 ist vorbei, und es wird Zeit für eine ehrliche Reflexion:
• 𝗪𝗲𝗻𝗶𝗴𝗲𝗿 𝗦𝗵𝗼𝗽𝗯𝗲𝘁𝗿𝗲𝗶𝗯𝗲𝗿 und sinkendes Interesse der Zielgruppe – woran liegt das?
• 𝗭𝘂 𝘃𝗶𝗲𝗹𝗲 𝗗𝗶𝗲𝗻𝘀𝘁𝗹𝗲𝗶𝘀𝘁𝗲𝗿 mit den gleichen, austauschbaren Angeboten – Wo bleibt die Innovation?
• 𝗠𝗮𝘀𝘁𝗲𝗿𝗰𝗹𝗮𝘀𝘀𝗲𝘀 𝘃𝗲𝗿𝗹𝗶𝗲𝗿𝗲𝗻 zunehmend an Niveau, die wirklichen Insights werden immer weniger
• 𝗛𝗼𝗵𝗲 𝗘𝗶𝗻𝘁𝗿𝗶𝘁𝘁𝘀𝗽𝗿𝗲𝗶𝘀𝗲, die kaum noch gerechtfertigt scheinen.
• 𝗪𝗲𝗻𝗶𝗴𝗲𝗿 𝗔𝘂𝘀𝘀𝘁𝗲𝗹𝗹𝗲𝗿 – Ein Resultat auch den erstgenannten Punkten?

Eine Frage bleibt: Wird die DMEXCO den Erwartungen der Branche noch gerecht?
Ob wir nächstes Jahr wieder dabei sind, werden wir bis Ende des Jahres entscheiden.
#DMEXCO2024 #MarketingEvents #BranchenUpdate",,2024-09-20T11:33:45.119Z,yes,2024-09-20,"post date: 2024-09-20 𝗗𝗠𝗘𝗫𝗖𝗢 𝟮𝟬𝟮𝟰 – 𝗘𝗶𝗻𝗲 𝗸𝘂𝗿𝘇𝗲 𝗮𝗯𝗲𝗿 𝗸𝗻𝗮𝗹𝗹𝗵𝗮𝗿𝘁𝗲 𝗔𝗯𝗿𝗲𝗰𝗵𝗻𝘂𝗻𝗴

Die DMEXCO 2024 ist vorbei, und es wird Zeit für eine ehrliche Reflexion:
• 𝗪𝗲𝗻𝗶𝗴𝗲𝗿 𝗦𝗵𝗼𝗽𝗯𝗲𝘁𝗿𝗲𝗶𝗯𝗲𝗿 und sinkendes Interesse der Zielgruppe – woran liegt das?
• 𝗭𝘂 𝘃𝗶𝗲𝗹𝗲 𝗗𝗶𝗲𝗻𝘀𝘁𝗹𝗲𝗶𝘀𝘁𝗲𝗿 mit den gleichen, austauschbaren Angeboten – Wo bleibt die Innovation?
• 𝗠𝗮𝘀𝘁𝗲𝗿𝗰𝗹𝗮𝘀𝘀𝗲𝘀 𝘃𝗲𝗿𝗹𝗶𝗲𝗿𝗲𝗻 zunehmend an Niveau, die wirklichen Insights werden immer weniger
• 𝗛𝗼𝗵𝗲 𝗘𝗶𝗻𝘁𝗿𝗶𝘁𝘁𝘀𝗽𝗿𝗲𝗶𝘀𝗲, die kaum noch gerechtfertigt scheinen.
• 𝗪𝗲𝗻𝗶𝗴𝗲𝗿 𝗔𝘂𝘀𝘀𝘁𝗲𝗹𝗹𝗲𝗿 – Ein Resultat auch den erstgenannten Punkten?

Eine Frage bleibt: Wird die DMEXCO den Erwartungen der Branche noch gerecht?
Ob wir nächstes Jahr wieder dabei sind, werden wir bis Ende des Jahres entscheiden.
#DMEXCO2024 #MarketingEvents #BranchenUpdate",1,yes
7236307312641011712,"Back to work and already looking forward to DMEXCO in Cologne later this month. DM me to organize a meeting. 🙂

https://lnkd.in/dZfPDRkD ",,2024-09-02T09:41:47.395Z,yes,2024-09-02,"post date: 2024-09-02 Back to work and already looking forward to DMEXCO in Cologne later this month. DM me to organize a meeting. 🙂

https://lnkd.in/dZfPDRkD ",1,yes
6443518399489277952,"Hear ye, hear ye!  LiveIntent will be attending  #dmexco. Message me if you'd like to meet up and talk about Identity or... punk rock.  :-)",,2018-09-06T17:21:41.128Z,no,2018-09-06,"post date: 2018-09-06 Hear ye, hear ye!  LiveIntent will be attending  #dmexco. Message me if you'd like to meet up and talk about Identity or... punk rock.  :-)",0,no
7242776325021732864,"🌟 **Prompting the Future: A Glimpse into the AI-Driven World at DMEXCO 2024** 🌟

Just wrapped up an incredible experience at DMEXCO 2024, and I’m more inspired than ever! This year’s theme, ""Prompting the Future,"" couldn’t be more fitting. From the masterclasses to the keynote speeches, every moment was a powerful reminder of how far AI has come in just one year.

The energy and innovation at this year’s conference were palpable, and the discussions around AI are no longer about what’s possible—they’re about what’s *already* happening. I was blown away by how quickly AI is reshaping industries, unlocking new creative potentials, and driving business strategies forward. 🚀

One of my personal highlights was the keynote with DeepL and a marketing mastermind who shared insights from his experience working with Berghain. It was amazing to be surrounded by so many inspiring, motivated, and committed disciples of the AI discipline. A major takeaway: ""Reach is Religion"" is the new ""Content is King."" We’re in a new era, and it's thrilling to witness the shift!

What struck me most was how AI isn't replacing us—it's enhancing our abilities. We’re not just using AI; we’re learning to *work with it*, expanding our skills and reaching new heights of innovation. The future is bright, and I’m excited for what's next as we continue to explore how humans and AI can build a world full of possibilities, together. 🤖✨

Did I even write this post—or did ChatGPT? 😉 And does it even matter in our new world order! 

#DMEXCO2024 #AIInnovation #PromptingTheFuture #AIAndHumans #FutureOfWork #ReachIsReligion",,2024-09-20T06:07:20.128Z,yes,2024-09-20,"post date: 2024-09-20 🌟 **Prompting the Future: A Glimpse into the AI-Driven World at DMEXCO 2024** 🌟

Just wrapped up an incredible experience at DMEXCO 2024, and I’m more inspired than ever! This year’s theme, ""Prompting the Future,"" couldn’t be more fitting. From the masterclasses to the keynote speeches, every moment was a powerful reminder of how far AI has come in just one year.

The energy and innovation at this year’s conference were palpable, and the discussions around AI are no longer about what’s possible—they’re about what’s *already* happening. I was blown away by how quickly AI is reshaping industries, unlocking new creative potentials, and driving business strategies forward. 🚀

One of my personal highlights was the keynote with DeepL and a marketing mastermind who shared insights from his experience working with Berghain. It was amazing to be surrounded by so many inspiring, motivated, and committed disciples of the AI discipline. A major takeaway: ""Reach is Religion"" is the new ""Content is King."" We’re in a new era, and it's thrilling to witness the shift!

What struck me most was how AI isn't replacing us—it's enhancing our abilities. We’re not just using AI; we’re learning to *work with it*, expanding our skills and reaching new heights of innovation. The future is bright, and I’m excited for what's next as we continue to explore how humans and AI can build a world full of possibilities, together. 🤖✨

Did I even write this post—or did ChatGPT? 😉 And does it even matter in our new world order! 

#DMEXCO2024 #AIInnovation #PromptingTheFuture #AIAndHumans #FutureOfWork #ReachIsReligion",1,yes
7240001024256552962,"🌟 Join Us at DMEXCO 2024! 🚀 Masterclass Hosted by Canva 🌟

📢 Attention, marketers, designers, and business leaders!

Are you ready to elevate your brand’s visual storytelling and take your marketing strategy to the next level? Canva is thrilled to be hosting an exclusive Masterclass at DMEXCO 2024—and we’d love to see you there!

🗓 Date: September 18th - 5:30-6pm
📍 Location: DMEXCO Conference, Cologne
👉 Register here: https://bit.ly/3Xg6rlc

In this hands-on session, our very own Daniela Nyarko will dive deep into how design and creativity can accelerate business growth, together with Charis Endres from Siemens 🤝 

But that’s not all. We’re excited to connect with YOU! 

👥 Let’s Connect!
Whether you're attending the masterclass or just stopping by, let’s meet up to talk about your business goals and explore how Canva Enterprise can help you achieve them. Drop me a message!

#DMEXCO2024
#CanvaMasterclass
#MarketingInnovation
#CreativeStrategy
#BusinessGrowth
#Networking
#VisualStorytelling
#DigitalMarketing",,2024-09-12T14:19:16.858Z,yes,2024-09-12,"post date: 2024-09-12 🌟 Join Us at DMEXCO 2024! 🚀 Masterclass Hosted by Canva 🌟

📢 Attention, marketers, designers, and business leaders!

Are you ready to elevate your brand’s visual storytelling and take your marketing strategy to the next level? Canva is thrilled to be hosting an exclusive Masterclass at DMEXCO 2024—and we’d love to see you there!

🗓 Date: September 18th - 5:30-6pm
📍 Location: DMEXCO Conference, Cologne
👉 Register here: https://bit.ly/3Xg6rlc

In this hands-on session, our very own Daniela Nyarko will dive deep into how design and creativity can accelerate business growth, together with Charis Endres from Siemens 🤝 

But that’s not all. We’re excited to connect with YOU! 

👥 Let’s Connect!
Whether you're attending the masterclass or just stopping by, let’s meet up to talk about your business goals and explore how Canva Enterprise can help you achieve them. Drop me a message!

#DMEXCO2024
#CanvaMasterclass
#MarketingInnovation
#CreativeStrategy
#BusinessGrowth
#Networking
#VisualStorytelling
#DigitalMarketing",1,yes
6907960177451225088,,In this ✨ new article ✨ we lay out the fundamentals any brand needs to ensure the #ecommerce experiences they craft are the best they can be. Go check it.,2022-03-11T08:07:29.983Z,no,2022-03-11,post date: 2022-03-11 In this ✨ new article ✨ we lay out the fundamentals any brand needs to ensure the #ecommerce experiences they craft are the best they can be. Go check it.,0,no
7239543054540390400,"Hear us SPEAK...📢

...auf der #DMEXCO 2024 :-) Wir freuen uns schon riesig auf das nächste große Klassentreffen und ganz viel neuen Input zum Digital Marketing & Innovation 2025 📢 

Dieses Mal sind wir mit SportBrain - Agentur für digitale Sichtbarkeit und hi.re - Agentur für Digitales Recruiting nicht nur Gäste, sondern mein Geschäftsführer-Kollege Oliver Nowotny wird das spannende Panel „Corporate-Influencer: Die neuen Rockstars im B2B“ moderieren 🎤

📢Gemeinsam mit Heike Lisson, Head of Corporate Digital Marketing & Communications, MANN+HUMMEL, Michaela Wüst, Communication Coach, DATEV eG und Stefanie von Gostomski, Senior Expertin Financial Controlling & Community Managerin Telekom Botschafter, Deutsche Telekom wird er über den Trend für organischen Wachstum im Social Media diskutieren. 

Alica Hirschvogel, unsere Expertin für Corporate Influencing und C-Level Kommunikation, ist natürlich auch in Köln dabei. In unserer Corporate Ambassador Academy befähigen wir zahlreiche Unternehmen und deren Mitarbeiter:innen darin, ein eigenes Influencer-Profil zu entwickeln und zu leben. 

Danke an das tolle Team des bvik – Die Kraft für B2B-Marketing rund um Michaela-Susan Pollok für die Einladung und die super Zusammenarbeit. Wir freuen uns alle riesig auf den DMEXCO Spirit. 

Wer von Euch ist auch dort und kommt zum Panel? Wer möchte sich gerne mit uns treffen auf einen Kaffee? 

#corporateambassadors #digitalmarketing #b2bmarketing",,2024-09-11T07:59:28.367Z,yes,2024-09-11,"post date: 2024-09-11 Hear us SPEAK...📢

...auf der #DMEXCO 2024 :-) Wir freuen uns schon riesig auf das nächste große Klassentreffen und ganz viel neuen Input zum Digital Marketing & Innovation 2025 📢 

Dieses Mal sind wir mit SportBrain - Agentur für digitale Sichtbarkeit und hi.re - Agentur für Digitales Recruiting nicht nur Gäste, sondern mein Geschäftsführer-Kollege Oliver Nowotny wird das spannende Panel „Corporate-Influencer: Die neuen Rockstars im B2B“ moderieren 🎤

📢Gemeinsam mit Heike Lisson, Head of Corporate Digital Marketing & Communications, MANN+HUMMEL, Michaela Wüst, Communication Coach, DATEV eG und Stefanie von Gostomski, Senior Expertin Financial Controlling & Community Managerin Telekom Botschafter, Deutsche Telekom wird er über den Trend für organischen Wachstum im Social Media diskutieren. 

Alica Hirschvogel, unsere Expertin für Corporate Influencing und C-Level Kommunikation, ist natürlich auch in Köln dabei. In unserer Corporate Ambassador Academy befähigen wir zahlreiche Unternehmen und deren Mitarbeiter:innen darin, ein eigenes Influencer-Profil zu entwickeln und zu leben. 

Danke an das tolle Team des bvik – Die Kraft für B2B-Marketing rund um Michaela-Susan Pollok für die Einladung und die super Zusammenarbeit. Wir freuen uns alle riesig auf den DMEXCO Spirit. 

Wer von Euch ist auch dort und kommt zum Panel? Wer möchte sich gerne mit uns treffen auf einen Kaffee? 

#corporateambassadors #digitalmarketing #b2bmarketing",1,yes
7242929374549733377,"🚀What an incredible two days at DMEXCO - Digital Marketing Expo & Conference 2024 in Cologne!🚀

While I was lucky enough to meet so many fascinating people on behalf of 
Forever Audio, I was also inspired by the cutting-edge innovations and ideas shared throughout the event.
🔊AI & Audio Innovation took center stage, with discussions on how AI is transforming audio creation - from personalised ads to dynamic soundscapes, offering new ways to scale and tailor audio experiences.
🎙The importance of Sonic Branding was also a major theme, emphasising sound’s power in building emotional connections and creating memorable brand identities.
🎧With advancements in Immersive Audio, brands are now able to create captivating, 3D sound experiences for gaming, VR, and live events, setting a new standard for audience engagement.

Overall, the future of audio is brighter than ever, and #DMEXCO2024 was an exciting glimpse into what’s next! 🎤💡
#AudioProduction #AudioPostProduction #audioadvertising #digitalaudioadvertising #Audio #AudioDeutschland #Audioproduktion #Podcast #DMEXCO",,2024-09-20T16:15:29.970Z,yes,2024-09-20,"post date: 2024-09-20 🚀What an incredible two days at DMEXCO - Digital Marketing Expo & Conference 2024 in Cologne!🚀

While I was lucky enough to meet so many fascinating people on behalf of 
Forever Audio, I was also inspired by the cutting-edge innovations and ideas shared throughout the event.
🔊AI & Audio Innovation took center stage, with discussions on how AI is transforming audio creation - from personalised ads to dynamic soundscapes, offering new ways to scale and tailor audio experiences.
🎙The importance of Sonic Branding was also a major theme, emphasising sound’s power in building emotional connections and creating memorable brand identities.
🎧With advancements in Immersive Audio, brands are now able to create captivating, 3D sound experiences for gaming, VR, and live events, setting a new standard for audience engagement.

Overall, the future of audio is brighter than ever, and #DMEXCO2024 was an exciting glimpse into what’s next! 🎤💡
#AudioProduction #AudioPostProduction #audioadvertising #digitalaudioadvertising #Audio #AudioDeutschland #Audioproduktion #Podcast #DMEXCO",1,yes
6444956657393901568,Attending Dmexco. Lets meet and talk about possibilities to prevent Affiliate Fraud!,,2018-09-10T16:36:48.475Z,no,2018-09-10,post date: 2018-09-10 Attending Dmexco. Lets meet and talk about possibilities to prevent Affiliate Fraud!,0,no
6957986370149621760,@Eskimi will be attending DMEXCO this year and we invite all partners to meet!,,2022-07-27T09:13:43.764Z,no,2022-07-27,post date: 2022-07-27 @Eskimi will be attending DMEXCO this year and we invite all partners to meet!,0,no
7102362200928866304,"I am really looking forward to my presentation at DMEXCO - Digital Marketing Expo & Conference this year, focusing on ""Responsible Innovation in the Age of GenAI."" Will I have the pleasure of seeing you on September 20, 2023, in Cologne? https://bit.ly/3so9EDp",,2023-08-29T18:51:44.188Z,no,2023-08-29,"post date: 2023-08-29 I am really looking forward to my presentation at DMEXCO - Digital Marketing Expo & Conference this year, focusing on ""Responsible Innovation in the Age of GenAI."" Will I have the pleasure of seeing you on September 20, 2023, in Cologne? https://bit.ly/3so9EDp",0,no
7110927041364926466,I am still very excited and grateful after this year's DMEXCO - Digital Marketing Expo & Conference seeing so many new and familiar faces and especially the great presentation together with Matthew Watson from ITV showing how ITV and YouGov found the perfect match. Can't wait for next year!,,2023-09-22T10:05:21.283Z,no,2023-09-22,post date: 2023-09-22 I am still very excited and grateful after this year's DMEXCO - Digital Marketing Expo & Conference seeing so many new and familiar faces and especially the great presentation together with Matthew Watson from ITV showing how ITV and YouGov found the perfect match. Can't wait for next year!,0,no
7239177363773693952,"""Nina, sehen wir uns eigentlich auf der DMEXCO - Digital Marketing Expo & Conference?"" Diese Frage bekomme ich aktuell ziemlich oft gestellt, denn ich war dazu bislang doch recht still – und wer mich kennt, weiß, dass ""still sein"" eigentlich nicht so mein Ding ist. 😉

Also, für alle, die sich gefragt haben: Ja, ich bin natürlich auf der #DMEXCO2024!

Was steht auf meinem Plan?
👉 Keynote: Wer Bock hat, ohne Bullshit-Bingo echtes KI-Handwerk und Strategie rund um angewandte künstliche Intelligenz zu erleben und zu verstehen, der muss die Keynote von Experience One CEO Kai Henrik Müller am 18.9. um 12:30 Uhr auf der Agency Stage anhören. Ich habe die Ehre, mit diesem unfassbar schlauen Typen und dem noch schlaueren Team dahinter zusammenzuarbeiten, und naja, man könnte sagen, ich bin biased, aber nein, ich meine es ernst: Es lohnt sich, ihr Mäuse!

👉 Standbesuche & Co: Ich empfehle die organisierten Talks von ODALINE & Jan Nicolas König beim Next Agency Summit, bin sehr gespannt auf die Moderation von Kim Alexandra Notz im Gespräch mit TikTok und freue mich auf die wundervolle Aissu Diallo und das Thema #socialfirst – und natürlich die Partys danach. Hab gehört, auf dem Stand von Adform gibt’s Kölsch und Currywurst? 😋

👉 Networking with me: Natürlich freue ich mich auf den Austausch abseits all der Keynotes, Stände und Schlaubi-Sessions. Wer spontan auf ein leckeres Kaltgetränk vorbeikommen möchte: Ich bin dieses Jahr mal wieder in GWA-Mission unterwegs. In diesem Jahr gibt’s einen GWA Wissens-Shuttle! Wir shuttlen den ganzen Tag und daher findet ihr mich eigentlich immer vor dem Eingang Nord – unschwer zu erkennen an einem ""unauffälligen"", gelben American School Bus, den wir zum GWA Shuttle umgebaut haben.

🚌 Was geht da so? Am Tag 1 der DMEXCO habt ihr die Möglichkeit, ab 11 Uhr ab dem Eingang Nord in unser Shuttle einzusteigen. Wir pendeln euch zwischen maximaler DMEXCO-Inspirations-Power und großartigem First-Hand Praxis-Know-how aus unserer GWA-Community zu den drei großen E’s: #Engagement, #Entertainment und #Experience.

Was euch erwartet? Was fürs 🧠 Hirn (#Brain-Food), was für den 🍲 🍹  Gaumen (leckeres #Food und #Drinks) und was zum Mitnehmen 🎁  (#Goodiebag)! 🎉

Warum? Lasst uns über die neuesten Themen unserer Branche sprechen und so #gemeinsam die #Zukunft gestalten. Denn nur, wenn wir zusammenarbeiten, können wir die aktuellen gesellschaftlichen Herausforderungen meistern und Digitale Transformation & Innovationen vorantreiben. Danke an den Bundesverband Digitale Wirtschaft (BVDW) e.V., ohne den Support wäre der Shuttle  nicht möglich gewesen. Schön, dass wir gemeinsam die Branche weiterentwickeln können! 

Link zur Shuttle-Anmeldung: https://lnkd.in/e-_cZ665
#dmexco2024 #ki #digitalmarketing #networking #gwa #events #brainfood #thankyou

Apropos #gemeinsam: Denkt bitte auch an die Petition von Initiative 18 – free, safe & sustainable media e.V. ✍",,2024-09-10T07:46:20.902Z,yes,2024-09-10,"post date: 2024-09-10 ""Nina, sehen wir uns eigentlich auf der DMEXCO - Digital Marketing Expo & Conference?"" Diese Frage bekomme ich aktuell ziemlich oft gestellt, denn ich war dazu bislang doch recht still – und wer mich kennt, weiß, dass ""still sein"" eigentlich nicht so mein Ding ist. 😉

Also, für alle, die sich gefragt haben: Ja, ich bin natürlich auf der #DMEXCO2024!

Was steht auf meinem Plan?
👉 Keynote: Wer Bock hat, ohne Bullshit-Bingo echtes KI-Handwerk und Strategie rund um angewandte künstliche Intelligenz zu erleben und zu verstehen, der muss die Keynote von Experience One CEO Kai Henrik Müller am 18.9. um 12:30 Uhr auf der Agency Stage anhören. Ich habe die Ehre, mit diesem unfassbar schlauen Typen und dem noch schlaueren Team dahinter zusammenzuarbeiten, und naja, man könnte sagen, ich bin biased, aber nein, ich meine es ernst: Es lohnt sich, ihr Mäuse!

👉 Standbesuche & Co: Ich empfehle die organisierten Talks von ODALINE & Jan Nicolas König beim Next Agency Summit, bin sehr gespannt auf die Moderation von Kim Alexandra Notz im Gespräch mit TikTok und freue mich auf die wundervolle Aissu Diallo und das Thema #socialfirst – und natürlich die Partys danach. Hab gehört, auf dem Stand von Adform gibt’s Kölsch und Currywurst? 😋

👉 Networking with me: Natürlich freue ich mich auf den Austausch abseits all der Keynotes, Stände und Schlaubi-Sessions. Wer spontan auf ein leckeres Kaltgetränk vorbeikommen möchte: Ich bin dieses Jahr mal wieder in GWA-Mission unterwegs. In diesem Jahr gibt’s einen GWA Wissens-Shuttle! Wir shuttlen den ganzen Tag und daher findet ihr mich eigentlich immer vor dem Eingang Nord – unschwer zu erkennen an einem ""unauffälligen"", gelben American School Bus, den wir zum GWA Shuttle umgebaut haben.

🚌 Was geht da so? Am Tag 1 der DMEXCO habt ihr die Möglichkeit, ab 11 Uhr ab dem Eingang Nord in unser Shuttle einzusteigen. Wir pendeln euch zwischen maximaler DMEXCO-Inspirations-Power und großartigem First-Hand Praxis-Know-how aus unserer GWA-Community zu den drei großen E’s: #Engagement, #Entertainment und #Experience.

Was euch erwartet? Was fürs 🧠 Hirn (#Brain-Food), was für den 🍲 🍹  Gaumen (leckeres #Food und #Drinks) und was zum Mitnehmen 🎁  (#Goodiebag)! 🎉

Warum? Lasst uns über die neuesten Themen unserer Branche sprechen und so #gemeinsam die #Zukunft gestalten. Denn nur, wenn wir zusammenarbeiten, können wir die aktuellen gesellschaftlichen Herausforderungen meistern und Digitale Transformation & Innovationen vorantreiben. Danke an den Bundesverband Digitale Wirtschaft (BVDW) e.V., ohne den Support wäre der Shuttle  nicht möglich gewesen. Schön, dass wir gemeinsam die Branche weiterentwickeln können! 

Link zur Shuttle-Anmeldung: https://lnkd.in/e-_cZ665
#dmexco2024 #ki #digitalmarketing #networking #gwa #events #brainfood #thankyou

Apropos #gemeinsam: Denkt bitte auch an die Petition von Initiative 18 – free, safe & sustainable media e.V. ✍",1,yes
